circle,division,subdivision,section,area,catdesc,catcode,totservices,billdservices,units,load
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,A C GUARDS,HANUMAN TEMPLE,GENERAL PURPOSE,7,3,3.0,776.0,3.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,A C GUARDS,HANUMAN TEMPLE AREA,GENERAL PURPOSE,7,1,1.0,74.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,A C GUARDS,JANGAM BASTHI,GENERAL PURPOSE,7,2,2.0,322.0,6.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,A C GUARDS,NILOFER HOSPITAL,GENERAL PURPOSE,7,2,2.0,476.0,8.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,A C GUARDS,P.S.NAGAR,GENERAL PURPOSE,7,2,1.0,348.0,8.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,A C GUARDS,QULI QUTUB SHAH MOSQUE AREA,GENERAL PURPOSE,7,1,1.0,1464.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,A C GUARDS,RAM TEMPLE AREA,GENERAL PURPOSE,7,2,2.0,172.0,4.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,A C GUARDS,SANTHI NAGAR,GENERAL PURPOSE,7,3,2.0,50.0,7.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,A C GUARDS,SHERGALLI,GENERAL PURPOSE,7,1,1.0,769.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,A C GUARDS,TNGOS BUILDING,GENERAL PURPOSE,7,3,3.0,145.0,11.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,ARAB GALLI,GENERAL PURPOSE,7,3,3.0,760.0,11.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,ASIF NAGAR,GENERAL PURPOSE,7,4,3.0,586.0,2.9
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,DAI BAGH,GENERAL PURPOSE,7,4,3.0,1230.0,7.14
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,GRC CT METERS ASIF NAGAR,GENERAL PURPOSE,7,1,1.0,953.0,20.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,CT METER,GENERAL PURPOSE,7,5,5.0,6564.0,186.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,DHEEPAK THEATER BACK(A),GENERAL PURPOSE,7,2,2.0,277.0,2.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,E.W.S QTRS(B),GENERAL PURPOSE,7,1,1.0,25.0,1.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,ESWAR REDDY LINE(B),GENERAL PURPOSE,7,1,1.0,40.0,1.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,GRC HV NARAYANAGUDA,GENERAL PURPOSE,7,5,4.0,7551.0,27.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,HARIVIHAR COLONY(A),GENERAL PURPOSE,7,2,1.0,284.0,6.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,KISHORE-I(A),GENERAL PURPOSE,7,3,3.0,211.0,3.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,LIG QTRS(B),GENERAL PURPOSE,7,1,1.0,317.0,3.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,N.GUDA FLY OVER LINE(A),GENERAL PURPOSE,7,1,1.0,1040.0,5.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,"NO:8,B.L.PALLY(B)",GENERAL PURPOSE,7,1,1.0,4.0,1.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,OLD (B),GENERAL PURPOSE,7,1,1.0,128.0,1.0
HYDERABAD CENTRAL,AZAMABAD,VST,NARAYANA GUDA,SARVODAYA ENCLAVE APT(A),GENERAL PURPOSE,7,2,2.0,367.0,4.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,BAGWANBADA TO MURLIDAR BAGH,GENERAL PURPOSE,7,1,1.0,116.0,1.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,CHIRAG ALI LANE,GENERAL PURPOSE,7,1,1.0,198.0,1.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,CTO TO ABIDS SOUTH MAIN ROAD,GENERAL PURPOSE,7,2,1.0,0.0,10.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,GPO TO MJ MARKET,GENERAL PURPOSE,7,1,1.0,304.0,1.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,GRC-NO AREA,GENERAL PURPOSE,7,16,12.0,16863.0,409.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,HOUSING BOARD MAIN ROAD,GENERAL PURPOSE,7,9,7.0,937.0,36.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,JAYA INT. AREA & PALACE  COMP,GENERAL PURPOSE,7,1,1.0,402.0,5.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,KATTEL MANDI & MILAP PRESS ,GENERAL PURPOSE,7,2,2.0,982.0,2.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,KHAN LATIF KHAN AREA,GENERAL PURPOSE,7,7,7.0,1459.0,15.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,KINGKOTI TO TILAK ROAD,GENERAL PURPOSE,7,1,1.0,1568.0,7.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,LATHA COMPLEX ,GENERAL PURPOSE,7,1,1.0,219.0,3.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,LAXMIBUILDER TO METHODIST CHUR,GENERAL PURPOSE,7,1,1.0,83.0,5.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,MAHESH NAGAR NANDANAM APT. RD,GENERAL PURPOSE,7,1,1.0,642.0,1.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,NETHAJI NAGAR,GENERAL PURPOSE,7,1,,0.0,1.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,NETMETER ABIDS,GENERAL PURPOSE,7,3,3.0,515.0,82.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,PATEL NAGAR,GENERAL PURPOSE,7,2,2.0,406.0,2.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,GRC HV ASIFNAGAR,GENERAL PURPOSE,7,1,1.0,6.0,20.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,HILL COLONY,GENERAL PURPOSE,7,8,7.0,1625.0,13.56
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,JAGADAMBA/RAVINDER NGR,GENERAL PURPOSE,7,2,2.0,806.0,6.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,MAHAVIR YADAV NAGAR,GENERAL PURPOSE,7,2,2.0,569.0,6.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,MURAD NAGAR,GENERAL PURPOSE,7,2,2.0,2281.0,6.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,SABEER NAGAR,GENERAL PURPOSE,7,2,1.0,187.0,4.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,SARADA NAGAR,GENERAL PURPOSE,7,6,6.0,3269.0,16.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,SHAHEED/ ALI NAGAR,GENERAL PURPOSE,7,5,3.0,672.0,9.2
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,SHANKER NAGAR,GENERAL PURPOSE,7,1,,0.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,SREERAM NAGAR MIGH,GENERAL PURPOSE,7,5,4.0,1187.0,19.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,SYED ALI GUDA,GENERAL PURPOSE,7,3,3.0,1372.0,7.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,VISWAS NAGAR,GENERAL PURPOSE,7,1,,0.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,ZEBA BAGH A CLASS,GENERAL PURPOSE,7,3,3.0,864.0,10.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,ZEBA BAGH B&D CLASS,GENERAL PURPOSE,7,3,2.0,202.0,3.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,PHOONAM APARTEMNT,GENERAL PURPOSE,7,1,1.0,437.0,5.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,RAMATOWERS TO HAFIZ COMPLEX,GENERAL PURPOSE,7,2,2.0,514.0,2.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,SUJATHA SCHOOL TO LFHS MAIN RD,GENERAL PURPOSE,7,2,2.0,329.0,2.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,UMABAGH TO ROYAL HOTEL LANE,GENERAL PURPOSE,7,1,1.0,545.0,5.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,ABIDS,UNITY HOUSE TO SANTABAI NH,GENERAL PURPOSE,7,1,1.0,474.0,1.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"ARYA SAMAYAJ, SRINIVAS YADAV L",GENERAL PURPOSE,7,4,4.0,613.0,8.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"B.J.APARTMENTS, BHASKAR",GENERAL PURPOSE,7,1,1.0,108.0,1.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"BAGGI KHANA, PRAVEEN",GENERAL PURPOSE,7,1,1.0,2632.0,1.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"BAND LINE AREA, LAL CHAND",GENERAL PURPOSE,7,3,2.0,684.0,7.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"BASHEERBAGH PALACE ROAD, HEERA",GENERAL PURPOSE,7,2,2.0,230.0,4.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"BHARATIYA VIDYA BHAVAN, HEERA ",GENERAL PURPOSE,7,1,1.0,378.0,3.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"FATE MAINDAN, HEERA SINGH",GENERAL PURPOSE,7,2,2.0,245.0,22.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"GUNFOUNDRY BASTHI, SREEDHARA  ",GENERAL PURPOSE,7,13,10.0,13073.0,188.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"GUNFOUNDRY BASTI II, SRINIVAS",GENERAL PURPOSE,7,2,2.0,58.0,2.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"GUNFOUNDRY MAIN ROAD, SHANKAR",GENERAL PURPOSE,7,1,,0.0,3.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,HV-GUNFOUNDRY,GENERAL PURPOSE,7,3,3.0,4166.0,77.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,ASIFNAGAR,ZEBA BAGH COMPOUND,GENERAL PURPOSE,7,1,1.0,658.0,4.36
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,A U COLLEGE AREA,GENERAL PURPOSE,7,2,2.0,370.0,10.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,AFZAL SAGAR EAST,GENERAL PURPOSE,7,1,1.0,217.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,ASIF NAGAR MAIN ROAD,GENERAL PURPOSE,7,1,1.0,385.0,0.5
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,EX-SER MEN COLONY,GENERAL PURPOSE,7,6,6.0,1612.0,12.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,GRC CT METERS V N COLONY,GENERAL PURPOSE,7,3,3.0,582.0,35.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,GRC HV VIJAY NAGAR CLY,GENERAL PURPOSE,7,1,1.0,13.0,10.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,HABEEB NAGAR X RD,GENERAL PURPOSE,7,2,2.0,417.0,6.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,"LAXMI NAGAR, BHAZAR GHAT.",GENERAL PURPOSE,7,3,3.0,1369.0,10.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,"MANGAD BASTI, MALLPALLY. ",GENERAL PURPOSE,7,1,1.0,227.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,NAMPALLY HOSPITAL RD,GENERAL PURPOSE,7,7,6.0,1543.0,13.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"KING KOTHI HOSPITAL, SRINIVAS",GENERAL PURPOSE,7,1,1.0,225.0,5.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"KING KOTI I, RAMESH",GENERAL PURPOSE,7,1,1.0,616.0,13.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"KING KOTI II, RAMESH",GENERAL PURPOSE,7,3,3.0,1697.0,11.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"KING KOTI MOSQUE, RANGA REDDY",GENERAL PURPOSE,7,1,1.0,701.0,1.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"KIRLOSKAR HOSPITAL ROAD,PRAVEE",GENERAL PURPOSE,7,1,1.0,517.0,1.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"MOTOR KHANA, BHASKAR",GENERAL PURPOSE,7,2,2.0,477.0,2.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"NATARAJ BUILDERS, SRINIVAS YAD",GENERAL PURPOSE,7,7,7.0,979.0,35.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"PRASAD & L.I.C. APTS, BHASKAR",GENERAL PURPOSE,7,3,3.0,840.0,13.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,GUNFOUNDRY,"SHER GATE, SHANKAR",GENERAL PURPOSE,7,1,1.0,615.0,5.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,HIMAYAT NAGAR,ADVOCATE CLY-RAJAN,GENERAL PURPOSE,7,1,1.0,192.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,NAMPALLY RD Y DARGA,GENERAL PURPOSE,7,1,1.0,178.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,QUTAB SHAHI MOSQUE,GENERAL PURPOSE,7,2,2.0,1059.0,4.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,RBI-CLY INDIRA NAGAR,GENERAL PURPOSE,7,2,2.0,1055.0,4.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,"SADATH GROUND, MALAPALLY.",GENERAL PURPOSE,7,1,1.0,140.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,V N C COMMUNITY HALL,GENERAL PURPOSE,7,2,2.0,406.0,10.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,V N C MAHILAMANDAL,GENERAL PURPOSE,7,4,4.0,1417.0,12.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,V N COLONY 2RT,GENERAL PURPOSE,7,3,3.0,669.0,5.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,V N COLONY MIGH,GENERAL PURPOSE,7,3,3.0,1154.0,17.0
HYDERABAD CENTRAL,MEHDIPATNAM,A.C.GUARDS,VIJAYA NAGAR COLONY,,GENERAL PURPOSE,7,1,,0.0,5.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,AKBAR PURA,GENERAL PURPOSE,7,2,2.0,453.0,6.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,ALIJAPUR,GENERAL PURPOSE,7,2,2.0,538.0,2.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,ARCHOELOGICAL MUSIM,GENERAL PURPOSE,7,7,7.0,1561.0,11.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,ATTARA SIDI,GENERAL PURPOSE,7,3,2.0,492.0,9.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,BADA BAZAR,GENERAL PURPOSE,7,3,2.0,267.0,2.2
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,BANJARA DARWAJA,GENERAL PURPOSE,7,5,4.0,327.0,3.6
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,HIMAYAT NAGAR,CDR HOSPITAL- ARVIND  RAJ,GENERAL PURPOSE,7,2,2.0,1484.0,8.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,HIMAYAT NAGAR,CHANDRA NGR-KOTESHWARA RAO,GENERAL PURPOSE,7,1,1.0,397.0,1.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,HIMAYAT NAGAR,GALAXY LANE-BALAKRISHNA,GENERAL PURPOSE,7,1,1.0,-338.0,1.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,HIMAYAT NAGAR,"H.NAGAR ST.NOS.7,8,9-LAXMINARA",GENERAL PURPOSE,7,2,1.0,185.0,2.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,HIMAYAT NAGAR,"H.NAGAR,ST.NOS.5,6-SAIDULU",GENERAL PURPOSE,7,1,1.0,7.0,1.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,HIMAYAT NAGAR,"HNGR,ST.NO1-4 - JAGAN",GENERAL PURPOSE,7,1,1.0,248.0,3.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,HIMAYAT NAGAR,SATYA KIDNEY LANE - MUKUND,GENERAL PURPOSE,7,1,1.0,247.0,5.0
HYDERABAD CENTRAL,SAIFABAD,HYDERGUDA,HIMAYAT NAGAR,URDU GALLY-SAIDULU,GENERAL PURPOSE,7,1,1.0,442.0,10.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,BEEDIWALI GALLI,GENERAL PURPOSE,7,5,5.0,1310.0,5.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,CHOTA BAZAR,GENERAL PURPOSE,7,2,2.0,687.0,2.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,DILWARSH NAGAR,GENERAL PURPOSE,7,1,1.0,350.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,GOLCONDA HOSPITAL,GENERAL PURPOSE,7,8,8.0,1285.0,35.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,GRC HV GOLCONDA,GENERAL PURPOSE,7,4,3.0,1726.0,84.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,HEERA KHANA,GENERAL PURPOSE,7,3,3.0,840.0,2.2
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,IIND LANCER,GENERAL PURPOSE,7,3,3.0,1049.0,3.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,JINSI BAZAR,GENERAL PURPOSE,7,4,3.0,555.0,6.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,KAZI GALLI,GENERAL PURPOSE,7,3,2.0,138.0,3.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,KUMARWADI,GENERAL PURPOSE,7,8,7.0,1160.0,6.7
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,MD LINES,GENERAL PURPOSE,7,1,1.0,10.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,MOTI MAHAL,GENERAL PURPOSE,7,2,2.0,587.0,6.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,NAYA QHILA,GENERAL PURPOSE,7,3,3.0,396.0,9.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,OWAIS COLONY,GENERAL PURPOSE,7,3,2.0,1590.0,10.24
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,RESHAM BAGH,GENERAL PURPOSE,7,8,8.0,1591.0,12.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,RETHI GALLI,GENERAL PURPOSE,7,5,5.0,1679.0,7.45
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,RISALA BAZAR,GENERAL PURPOSE,7,2,1.0,173.0,2.5
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,A C GUARDS MOSQUE,GENERAL PURPOSE,7,1,1.0,2803.0,3.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,A TOWERS VEER NAGAR,GENERAL PURPOSE,7,2,2.0,556.0,2.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,ANAND NAGAR EAST,GENERAL PURPOSE,7,3,3.0,500.0,23.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,BESTA WADA,GENERAL PURPOSE,7,3,3.0,706.0,30.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,CHINTAL BASTHI,GENERAL PURPOSE,7,1,1.0,0.0,1.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,CHINTAL BASTHI M RD,GENERAL PURPOSE,7,1,1.0,27.0,1.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,CHINTHAL BASTHI,GENERAL PURPOSE,7,4,4.0,653.0,10.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,CT METERS,GENERAL PURPOSE,7,5,4.0,3068.0,138.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,GANDHI TATA NAGAR,GENERAL PURPOSE,7,1,1.0,0.0,1.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,HOLY MARY AREA,GENERAL PURPOSE,7,3,3.0,2161.0,22.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,JANGAM BASTI,GENERAL PURPOSE,7,1,1.0,154.0,1.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,MAHAVIR HOSP M ROAD,GENERAL PURPOSE,7,3,2.0,2223.0,9.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,SADATH NAGAR,GENERAL PURPOSE,7,1,1.0,41.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,GOLCONDA,SALEH NAGAR,GENERAL PURPOSE,7,6,5.0,1087.0,10.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,AHMEDCOLONY/AK COLONY,GENERAL PURPOSE,7,6,4.0,1515.0,7.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,AMBEDKAR NAGAR,GENERAL PURPOSE,7,1,,0.0,1.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,BAPU NAGAR NORTH,GENERAL PURPOSE,7,3,3.0,1082.0,7.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,BAPU NAGAR SOUTH,GENERAL PURPOSE,7,5,3.0,159.0,7.3
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,COMPANY BAGH/BAGDADCOLONY,GENERAL PURPOSE,7,5,5.0,1076.0,9.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,DEFENCE COLONY,GENERAL PURPOSE,7,6,6.0,1515.0,11.6
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,GANDHI NAGAR,GENERAL PURPOSE,7,3,2.0,615.0,11.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,GRC CT METERS,GENERAL PURPOSE,7,1,1.0,1605.0,20.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,GRC HV LANGER HOUSE,GENERAL PURPOSE,7,2,2.0,433.0,12.5
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,HASIM NAGAR,GENERAL PURPOSE,7,3,3.0,2106.0,4.3
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,INDIRA NAGAR,GENERAL PURPOSE,7,8,8.0,5708.0,22.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,JYOTHI NAGAR,GENERAL PURPOSE,7,2,2.0,279.0,8.0
HYDERABAD CENTRAL,MEHDIPATNAM,GOLCONDA,LANGER HOUSE,KALIDASPURA,GENERAL PURPOSE,7,1,,0.0,1.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,MASABTANK B.HILL RD,GENERAL PURPOSE,7,3,3.0,824.0,10.24
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,PREM NAGAR NORTH,GENERAL PURPOSE,7,3,3.0,1247.0,3.0
HYDERABAD CENTRAL,SAIFABAD,SAIFABAD,ANAND NAGAR,PREM NAGAR SOUTH,GENERAL PURPOSE,7,1,1.0,246.0,0.3
